# svenkeidel, thanks
|,Ta,Ta Horng Musical Instrument,(#00 00 74)
|,e-Tek,e-Tek Labs (Forte Tech),(#00 00 75)
|,Electro-Voice,(#00,Electro-Voice,(#00 00 76)
|,Midisoft,Midisoft Corporation,(#00 00 77)
|,QSound,QSound Labs,(#00 00 78)
|,Westrex,(#00,Westrex,(#00 00 79)
|,Nvidia,(#00,Nvidia,(#00 00 7A)
|,ESS,ESS Technology,(#00 00 7B)
|,Media,Media Trix Peripherals,(#00 00 7C)
|,Brooktree,Brooktree Corp,(#00 00 7D)
|,Otari,Otari Corp,(#00 00 7E)
|,Key,Key Electronics Inc.,(#00 00 7F)
|,Shure,Shure Incorporated,(#00 01 00)
|,AuraSound,(#00,AuraSound,(#00 01 01)
|,Crystal,Crystal Semiconductor,(#00 01 02)
|,Conexant,Conexant (Rockwell),(#00 01 03)
|,Silicon,Silicon Graphics,(#00 01 04)
|,M-Audio,M-Audio (Midiman),(#00 01 05)
|,PreSonus,(#00,PreSonus,(#00 01 06)
|,Topaz,Topaz Enterprises,(#00 01 08)
|,Cast,Cast Lighting,(#00 01 09)
|,Microsoft,(#00,Microsoft,(#00 01 0A)
|,Sonic,Sonic Foundry,(#00 01 0B)
|,Line,Line 6 (Fast Forward),(#00 01 0C)
|,Beatnik,Beatnik Inc,(#00 01 0D)
|,Van,Van Koevering Company,(#00 01 0E)
|,Altech,Altech Systems,(#00 01 0F)
|,S,S & S Research,(#00 01 10)
|,VLSI,VLSI Technology,(#00 01 11)
|,Chromatic,Chromatic Research,(#00 01 12)
|,Sapphire,(#00,Sapphire,(#00 01 13)
|,IDRC,(#00,IDRC,(#00 01 14)
|,Justonic,Justonic Tuning,(#00 01 15)
|,TorComp,TorComp Research Inc.,(#00 01 16)
|,Newtek,Newtek Inc.,(#00 01 17)
|,Sound,Sound Sculpture,(#00 01 18)
|,Walker,Walker Technical,(#00 01 19)
|,Digital,Digital Harmony (PAVO),(#00 01 1A)
|,InVision,InVision Interactive,(#00 01 1B)
|,T-Square,T-Square Design,(#00 01 1C)
|,Nemesys,Nemesys Music Technology,(#00 01 1D)
|,DBX,DBX Professional (Harman Intl),(#00 01 1E)
|,Syndyne,Syndyne Corporation,(#00 01 1F)
|,Bitheadz,(#00,Bitheadz,(#00 01 20)
|,Cakewalk,Cakewalk Music Software,(#00 01 21)
|,Analog,Analog Devices,(#00 01 22)
|,National,National Semiconductor,(#00 01 23)
|,Boom,Boom Theory / Adinolfi Alternative Percussion,(#00 01 24)
|,Virtual,Virtual DSP Corporation,(#00 01 25)
|,Antares,Antares Systems,(#00 01 26)
|,Angel,Angel Software,(#00 01 27)
|,St,St Louis Music,(#00 01 28)
|,Passport,Passport Music Software LLC (Gvox),(#00 01 29)
|,Ashley,Ashley Audio Inc.,(#00 01 2A)
|,Vari-Lite,Vari-Lite Inc.,(#00 01 2B)
|,Summit,Summit Audio Inc.,(#00 01 2C)
|,Aureal,Aureal Semiconductor Inc.,(#00 01 2D)
|,SeaSound,SeaSound LLC,(#00 01 2E)
|,U.S.,U.S. Robotics,(#00 01 2F)
|,Aurisis,Aurisis Research,(#00 01 30)
|,Nearfield,Nearfield Research,(#00 01 31)
|,FM7,FM7 Inc,(#00 01 32)
|,Swivel,Swivel Systems,(#00 01 33)
|,Hyperactive,Hyperactive Audio Systems,(#00 01 34)
|,MidiLite,MidiLite (Castle Studios Productions),(#00 01 35)
|,Radikal,Radikal Technologies,(#00 01 36)
|,Roger,Roger Linn Design,(#00 01 37)
|,TC-Helicon,TC-Helicon Vocal Technologies,(#00 01 38)
|,Event,Event Electronics,(#00 01 39)
|,Sonic,Sonic Network Inc,(#00 01 3A)
|,Realtime,Realtime Music Solutions,(#00 01 3B)
|,Apogee,Apogee Digital,(#00 01 3C)
|,Classical,Classical Organs Inc.,(#00 01 3D)
|,Microtools,Microtools Inc.,(#00 01 3E)
|,Numark,Numark Industries,(#00 01 3F)
|,Frontier,Frontier Design Group LLC,(#00 01 40)
|,Recordare,Recordare LLC,(#00 01 41)
|,Starr,Starr Labs,(#00 01 42)
|,Voyager,Voyager Sound Inc.,(#00 01 43)
|,Manifold,Manifold Labs,(#00 01 44)
|,Aviom,Aviom Inc.,(#00 01 45)
|,Mixmeister,Mixmeister Technology,(#00 01 46)
|,Notation,Notation Software,(#00 01 47)
|,Mercurial,Mercurial Communications,(#00 01 48)
|,Wave,Wave Arts,(#00 01 49)
|,Logic,Logic Sequencing Devices,(#00 01 4A)
|,Axess,Axess Electronics,(#00 01 4B)
|,Muse,Muse Research,(#00 01 4C)
|,Open,Open Labs,(#00 01 4D)
|,Guillemot,Guillemot Corp,(#00 01 4E)
|,Samson,Samson Technologies,(#00 01 4F)
|,Electronic,Electronic Theatre Controls,(#00 01 50)
|,Blackberry,Blackberry (RIM),(#00 01 51)
|,Mobileer,(#00,Mobileer,(#00 01 52)
|,Synthogy,(#00,Synthogy,(#00 01 53)
|,Lynx,Lynx Studio Technology Inc.,(#00 01 54)
|,Damage,Damage Control Engineering LLC,(#00 01 55)
|,Yost,Yost Engineering Inc.,(#00 01 56)
|,Brooks,Brooks & Forsman Designs LLC / DrumLite,(#00 01 57)
|,Infinite,Infinite Response,(#00 01 58)
|,Garritan,Garritan Corp,(#00 01 59)
|,Plogue,Plogue Art et Technologie Inc,(#00 01 5A)
|,RJM,RJM Music Technology,(#00 01 5B)
